order_no,user_id,pay_type,pay_status,amount,gift_amount,real_amount,create_time,is_first_order
104696227,20833,1,4,276,2.76,278.76,1765574525,0
103232995,20833,2,2,818,8.18,826.18,1766011946,0
110606029,20840,4,4,153,1.53,154.53,1765498754,1
122632836,20840,1,2,206,2.06,208.06,1765636460,0
106875529,20844,5,2,303,3.03,306.03,1766141955,1
139951737,20984,1,2,125,1.25,126.25,1765650598,1
121145079,21046,3,5,592,5.92,597.92,1764572558,1
111291903,21046,1,NA,101,1.01,102.01,1764696325,0
100011723,21046,4,5,207,2.07,209.07,1765459773,0
131544126,21162,5,2,252,2.52,254.52,1765382605,1
112967914,21162,5,2,103,1.03,104.03,1766319841,0
130259571,21163,4,2,345,3.45,348.45,1764744223,1
128306649,21163,2,2,339,3.39,342.39,1765784084,0
117795149,21163,1,2,204,2.04,206.04,1766751523,0
148615519,21163,1,1,340,3.4,343.4,1767030249,0
118493659,21184,5,3,352,3.52,355.52,1766471703,1
121969981,21259,1,NA,147,1.47,148.47,1764852153,1
147339656,21259,2,4,68,0.68,68.68,1765658931,0
103204815,21259,2,2,713,7.13,720.13,1766731178,0
139169413,21389,2,2,534,5.34,539.34,1765521702,1
131704864,21391,1,4,133,1.33,134.33,1765300068,1
121368334,21391,2,4,92,0.92,92.92,1766638584,0
144083343,21568,5,3,213,2.13,215.13,1766757282,1
120315154,21678,2,1,220,2.2,222.2,1765541078,1
127916959,21731,3,4,15996,159.96,16155.96,1764523250,1
148802404,21731,4,4,2011,20.11,2031.11,1764868090,0
109473886,21731,4,2,8511,85.11,8596.11,1765197316,0
136623146,21731,5,2,10825,108.25,10933.25,1765543696,0
129387293,21731,1,4,4970,49.7,5019.7,1765734126,0
122008819,21731,3,2,43832,438.32,44270.32,1765865495,0
116244301,21731,2,1,1846,18.46,1864.46,1765907957,0
133063326,21731,2,4,36819,368.19,37187.19,1766038720,0
132324434,21731,3,4,1750,17.5,1767.5,1766128817,0
109466641,21731,5,2,10032,100.32,10132.32,1766337740,0
113253769,21731,1,4,11537,115.37,11652.37,1766510791,0
139185030,21731,2,5,28919,289.19,29208.19,1766559845,0
132142526,21731,1,5,2932,29.32,2961.32,1766768066,0
136646165,21731,2,2,803,8.03,811.03,1766782517,0
103075160,21731,4,4,85950,859.5,86809.5,1767029421,0
117785192,21731,5,2,17746,177.46,17923.46,1767160939,0
146690413,22135,4,3,92018,920.18,92938.18,1764524597,1
148679180,22135,5,4,1510,15.1,1525.1,1765087954,0
130348372,22135,3,4,15066,150.66,15216.66,1765120985,0
140271542,22135,NA,2,1236,12.36,1248.36,1765303090,0
149934592,22135,2,4,48603,486.03,49089.03,1765370701,0
144009667,22135,1,4,3268,32.68,3300.68,1765630422,0
110629002,22135,2,2,5851,58.51,5909.51,1765692662,0
109008644,22135,4,2,1921,19.21,1940.21,1765725027,0
130347431,22135,2,4,7580,75.8,7655.8,1765733575,0
144169584,22135,5,3,5441,54.41,5495.41,1765975549,0
126069411,22135,5,5,12587,125.87,12712.87,1766211907,0
144522613,22135,4,5,11494,114.94,11608.94,1766276454,0
116387610,22135,5,3,22749,227.49,22976.49,1766337686,0
112581652,22135,5,4,18876,188.76,19064.76,1766451350,0
128457719,22135,2,2,9381,93.81,9474.81,1766469973,0
105155437,22135,2,5,57737,577.37,58314.37,1766729827,0
124405127,22135,1,2,2769,27.69,2796.69,1766856480,0
125922999,22189,4,1,195,1.95,196.95,1765479236,1
111315329,22190,3,2,256,2.56,258.56,1766172072,1
133277237,22221,3,5,133,1.33,134.33,1766875864,1
145291115,22227,1,2,5793,57.93,5850.93,1764526934,1
126876760,22227,2,4,2723,27.23,2750.23,1764623564,0
133640880,22227,3,2,77577,775.77,78352.77,1764839054,0
110559138,22227,4,5,2907,29.07,2936.07,1765075752,0
129206768,22227,4,4,2185,21.85,2206.85,1765211228,0
107664089,22227,2,2,87530,875.3,88405.3,1765300553,0
119331123,22227,4,4,3413,34.13,3447.13,1765551314,0
103458607,22227,1,4,2814,28.14,2842.14,1765646464,0
127261280,22227,1,1,15486,154.86,15640.86,1765819450,0
129350572,22227,2,2,15053,150.53,15203.53,1766061828,0
115840366,22227,4,5,5925,59.25,5984.25,1766074386,0
106358091,22227,1,2,2834,28.34,2862.34,1766077537,0
142008438,22227,1,2,19526,195.26,19721.26,1766317240,0
104322135,22227,4,2,10689,106.89,10795.89,1766342555,0
132824425,22227,1,2,18387,183.87,18570.87,1766388454,0
133254138,22227,2,4,3453,34.53,3487.53,1766432171,0
122564561,22227,2,2,3275,32.75,3307.75,1766753479,0
125902229,22227,2,5,11903,119.03,12022.03,1766817173,0
114193195,22227,5,3,2808,28.08,2836.08,1767027264,0
120152127,22227,1,2,1899,18.99,1917.99,1767132892,0
123468550,22294,1,2,165,1.65,166.65,1766691624,1
118561976,22305,5,5,215,2.15,217.15,1765865443,1
103743642,22305,1,3,293,2.93,295.93,1767115587,0
109124114,22329,1,2,404,4.04,408.04,1765465618,1
112640155,22329,4,1,212,2.12,214.12,1766252198,0
118666681,22339,1,2,437,4.37,441.37,1764611036,1
126357059,22339,4,4,310,3.1,313.1,1765239969,0
105756429,22339,1,2,326,3.26,329.26,1766154211,0
119998472,22565,2,1,332,3.32,335.32,1765542988,1
118717221,22647,1,2,170,1.7,171.7,1764698236,1
115798274,22773,5,2,194,1.94,195.94,1764524304,1
133124172,22857,NA,4,345,3.45,348.45,1766208364,1
122152874,23025,3,2,17086,170.86,17256.86,1765156195,1
109901377,23025,1,2,3571,35.71,3606.71,1765176455,0
128272415,23025,4,2,16729,167.29,16896.29,1765431681,0
104731592,23025,5,4,3309,33.09,3342.09,1765645693,0
101163583,23025,4,4,2488,24.88,2512.88,1765712214,0
123820085,23025,5,2,2345,23.45,2368.45,1766147444,0
137422695,23025,1,4,16104,161.04,16265.04,1766558659,0
144807365,23025,4,1,12254,122.54,12376.54,1766595745,0
106193715,23025,3,2,2039,20.39,2059.39,1766812569,0
115950188,23025,1,NA,2600,26,2626,1766961876,0
142252350,23025,1,2,22281,222.81,22503.81,1766990465,0
128976046,23195,2,4,254,2.54,256.54,1764974490,1
145556043,23357,2,4,2283,22.83,2305.83,1764695330,1
125413720,23357,4,2,66697,666.97,67363.97,1764709682,0
144918093,23357,2,2,1840,18.4,1858.4,1765066659,0
127518651,23357,4,4,13504,135.04,13639.04,1765168737,0
135384262,23357,5,2,11374,113.74,11487.74,1765346571,0
125970829,23357,1,4,3203,32.03,3235.03,1765412648,0
130334843,23357,2,2,13495,134.95,13629.95,1765429121,0
130630053,23357,2,3,15590,155.9,15745.9,1765442521,0
149508584,23357,2,5,953,9.53,962.53,1765554130,0
147756130,23357,4,4,39001,390.01,39391.01,1765673063,0
144677784,23357,2,4,9940,99.4,10039.4,1765681642,0
129685921,23357,3,4,5386,53.86,5439.86,1765777076,0
124319957,23357,4,4,13267,132.67,13399.67,1765905667,0
110894001,23357,2,4,52435,524.35,52959.35,1766158668,0
126729813,23357,3,4,1960,19.6,1979.6,1766492877,0
125005076,23357,3,2,4838,48.38,4886.38,1766738644,0
109453255,23357,1,NA,3554,35.54,3589.54,1766751339,0
133396733,23357,2,2,2270,22.7,2292.7,1766815415,0
141360420,23357,3,2,5158,51.58,5209.58,1767165911,0
142643132,23357,5,4,3954,39.54,3993.54,1767182963,0
106867070,23499,2,2,19092,190.92,19282.92,1764524044,1
139564111,23499,1,4,21196,211.96,21407.96,1764591520,0
131138866,23499,5,2,2911,29.11,2940.11,1764695068,0
127969576,23499,5,5,3617,36.17,3653.17,1764718044,0
106900221,23499,3,5,23577,235.77,23812.77,1764780776,0
127838917,23499,3,5,2969,29.69,2998.69,1764828702,0
120924162,23499,1,2,4738,47.38,4785.38,1764867891,0
107226733,23499,4,3,3429,34.29,3463.29,1764868311,0
147908499,23499,4,4,11293,112.93,11405.93,1765011396,0
137037151,23499,2,3,2818,28.18,2846.18,1765111599,0
144170937,23499,3,2,1651,16.51,1667.51,1765216759,0
114594985,23499,1,4,1742,17.42,1759.42,1765342486,0
123586408,23499,5,2,1311,13.11,1324.11,1765630329,0
100578417,23499,1,4,104194,1041.94,105235.94,1765734349,0
116124860,23499,1,4,4233,42.33,4275.33,1765734956,0
144060003,23499,3,4,5971,59.71,6030.71,1765784042,0
135801459,23499,5,3,7072,70.72,7142.72,1765837877,0
127732058,23499,3,2,3887,38.87,3925.87,1765994279,0
128444027,23499,4,NA,2266,22.66,2288.66,1766128656,0
121746720,23499,5,4,1793,17.93,1810.93,1766578610,0
123835751,23499,4,4,77085,770.85,77855.85,1766591310,0
101928817,23499,4,2,2694,26.94,2720.94,1766680380,0
106794932,23499,4,2,7402,74.02,7476.02,1766693890,0
103105181,23499,5,1,4353,43.53,4396.53,1766731123,0
136632457,23499,5,3,2466,24.66,2490.66,1766810107,0
145173118,23499,5,4,2385,23.85,2408.85,1766855349,0
113831392,23499,1,2,5334,53.34,5387.34,1766947106,0
137714638,23518,2,3,186,1.86,187.86,1764582561,1
104965550,23518,3,1,186,1.86,187.86,1764777306,0
120816998,23531,3,2,48603,486.03,49089.03,1765302600,1
131822729,23531,4,2,68697,686.97,69383.97,1765454668,0
124059634,23531,3,5,2918,29.18,2947.18,1765700195,0
137581667,23531,4,4,2216,22.16,2238.16,1765814051,0
108102940,23531,4,NA,3548,35.48,3583.48,1766298107,0
103033503,23531,1,3,788,7.88,795.88,1766320450,0
114819872,23531,3,4,2688,26.88,2714.88,1766580382,0
141715252,23531,3,1,1700,17,1717,1766581683,0
111244891,23531,2,2,3383,33.83,3416.83,1766728885,0
131016593,23531,5,4,3663,36.63,3699.63,1767096281,0
137732038,23638,2,2,543,5.43,548.43,1765778593,1
144317939,23667,2,5,211,2.11,213.11,1764651323,1
116828198,23729,3,5,215,2.15,217.15,1766492970,1
139555221,23729,5,1,471,4.71,475.71,1767075088,0
123118659,23729,3,5,137,1.37,138.37,1767150595,0
134522708,23789,3,4,785,7.85,792.85,1766333653,1
102471163,23924,NA,4,620,6.2,626.2,1764590189,1
100054803,23924,5,1,100,1,101,1765457113,0
117138040,23956,1,2,16408,164.08,16572.08,1764679345,1
122537388,23956,1,1,1435,14.35,1449.35,1764697607,0
118803715,23956,3,2,32025,320.25,32345.25,1764831944,0
106736155,23956,2,2,40742,407.42,41149.42,1765002220,0
135149450,23956,4,2,1481,14.81,1495.81,1765517692,0
135130979,23956,5,2,25098,250.98,25348.98,1765734479,0
134584505,23956,4,NA,4309,43.09,4352.09,1765821269,0
111772926,23956,1,4,6546,65.46,6611.46,1766009436,0
135978522,23956,3,4,1541,15.41,1556.41,1766023592,0
120319626,23956,4,2,4501,45.01,4546.01,1766471187,0
113915775,23956,3,4,3177,31.77,3208.77,1766498850,0
122125595,23956,4,2,6209,62.09,6271.09,1766665673,0
117749867,23956,2,1,13754,137.54,13891.54,1767114331,0
126957363,23956,4,NA,3837,38.37,3875.37,1767165266,0
110933290,23985,4,1,32328,323.28,32651.28,1764752226,1
102697241,23985,5,3,74918,749.18,75667.18,1764858713,0
115335974,23985,1,5,12755,127.55,12882.55,1765022799,0
106768887,23985,1,2,5493,54.93,5547.93,1765389138,0
130331594,23985,4,4,16386,163.86,16549.86,1765421499,0
132167208,23985,1,1,4461,44.61,4505.61,1765520772,0
117690439,23985,2,2,10198,101.98,10299.98,1765711912,0
108484175,23985,3,2,9418,94.18,9512.18,1765905440,0
119914572,23985,1,4,9448,94.48,9542.48,1765922638,0
135839037,23985,1,4,15920,159.2,16079.2,1765990600,0
144325086,23985,3,2,2019,20.19,2039.19,1766121417,0
138655101,23985,2,4,904,9.04,913.04,1766124028,0
133866867,23985,3,5,3218,32.18,3250.18,1766238314,0
132176209,23985,4,4,15384,153.84,15537.84,1766595826,0
137102572,23985,1,4,2557,25.57,2582.57,1766690608,0
104760795,23985,1,2,3611,36.11,3647.11,1766751419,0
129629437,23985,2,2,5058,50.58,5108.58,1766752146,0
122134241,24176,2,2,305,3.05,308.05,1765478968,1
121328134,24176,4,5,268,2.68,270.68,1765650395,0
133010514,24196,2,4,3402,34.02,3436.02,1765025566,1
120577421,24196,3,4,13906,139.06,14045.06,1765132087,0
147025659,24196,5,2,3769,37.69,3806.69,1765281713,0
118043089,24196,5,2,5817,58.17,5875.17,1765298862,0
147933914,24196,1,4,86735,867.35,87602.35,1765349680,0
113462885,24196,5,4,5718,57.18,5775.18,1765544406,0
127848442,24196,5,1,1798,17.98,1815.98,1765645519,0
107350533,24196,4,2,17321,173.21,17494.21,1765925690,0
147562836,24196,2,2,62591,625.91,63216.91,1766183834,0
133894442,24196,5,5,2587,25.87,2612.87,1766298379,0
139855056,24196,5,4,5168,51.68,5219.68,1766401190,0
147613194,24196,NA,4,1489,14.89,1503.89,1767181245,0
146775562,24352,1,4,647,6.47,653.47,1764742094,1
121930749,24354,2,2,283,2.83,285.83,1765479849,1
146942689,24402,5,4,196,1.96,197.96,1764728106,1
133129945,24402,2,5,189,1.89,190.89,1765852448,0
136183753,24445,3,2,260,2.6,262.6,1764620134,1
147907094,24445,1,4,812,8.12,820.12,1764678009,0
105986874,24445,4,1,410,4.1,414.1,1765057694,0
144959833,24445,1,3,521,5.21,526.21,1766995058,0
132317042,24485,1,1,241,2.41,243.41,1767162615,1
129058686,24499,4,3,244,2.44,246.44,1766492675,1
139580943,24551,2,5,289,2.89,291.89,1765109789,1
103154291,24578,5,4,83,0.83,83.83,1764870951,1
134245459,24578,4,2,188,1.88,189.88,1766339273,0
147118809,24582,2,4,668,6.68,674.68,1764673317,1
143414064,24725,4,2,199,1.99,200.99,1764638142,1
148118549,24725,4,3,195,1.95,196.95,1764648537,0
108510207,24725,1,5,335,3.35,338.35,1764683851,0
131219317,24725,2,2,344,3.44,347.44,1765795914,0
115154555,24725,4,5,347,3.47,350.47,1766113150,0
106856185,24725,3,2,345,3.45,348.45,1766487659,0
121282188,24759,2,2,558,5.58,563.58,1766372198,1
116550157,24905,2,4,334,3.34,337.34,1766682799,1
149799653,25094,3,3,306,3.06,309.06,1766855945,1
141445488,25135,2,2,19313,193.13,19506.13,1764679385,1
106476546,25135,5,4,38891,388.91,39279.91,1764756329,0
116659823,25135,3,4,3664,36.64,3700.64,1764783713,0
115853517,25135,2,5,56001,560.01,56561.01,1765992489,0
118619273,25135,2,1,3308,33.08,3341.08,1766078888,0
122519119,25135,3,5,9613,96.13,9709.13,1766106182,0
138062980,25135,2,3,1442,14.42,1456.42,1766164831,0
125279012,25135,5,2,39022,390.22,39412.22,1766206143,0
142031158,25135,3,2,24382,243.82,24625.82,1766339756,0
105640336,25135,4,2,13519,135.19,13654.19,1766386051,0
135324758,25135,2,5,6386,63.86,6449.86,1766398284,0
131282452,25135,2,4,4950,49.5,4999.5,1766407898,0
140978818,25135,2,1,3569,35.69,3604.69,1766493728,0
112479034,25135,2,4,3002,30.02,3032.02,1766714831,0
116895964,25135,4,4,2133,21.33,2154.33,1766729601,0
104729806,25135,3,2,56771,567.71,57338.71,1766730915,0
124868944,25135,1,2,4600,46,4646,1766784434,0
146867953,25135,1,4,7708,77.08,7785.08,1767115683,0
129261669,25336,2,4,244,2.44,246.44,1767183059,1
130694039,25339,4,4,4491,44.91,4535.91,1764616147,1
116980586,25339,2,1,3075,30.75,3105.75,1764741693,0
120311346,25339,3,4,1123,11.23,1134.23,1764917798,0
127470351,25339,1,2,21375,213.75,21588.75,1765023768,0
139690053,25339,1,2,2678,26.78,2704.78,1765089726,0
143108589,25339,1,5,25934,259.34,26193.34,1765387915,0
134975950,25339,4,5,1176,11.76,1187.76,1765543883,0
120013000,25339,3,4,2431,24.31,2455.31,1765606811,0
118940029,25339,3,4,8342,83.42,8425.42,1765609080,0
116781755,25339,5,4,37987,379.87,38366.87,1765779405,0
134937914,25339,1,2,3748,37.48,3785.48,1765858811,0
139147787,25339,1,1,10785,107.85,10892.85,1765920242,0
115404895,25339,2,2,1144,11.44,1155.44,1766213801,0
122707919,25339,1,2,39001,390.01,39391.01,1766300707,0
110391815,25339,4,2,2917,29.17,2946.17,1766406754,0
105531563,25339,4,4,3113,31.13,3144.13,1766559486,0
146101639,25339,4,2,57955,579.55,58534.55,1766646836,0
129128698,25339,2,4,12650,126.5,12776.5,1766695552,0
104472019,25339,2,4,13098,130.98,13228.98,1766833680,0
111202056,25339,3,5,2410,24.1,2434.1,1767114170,0
101453228,25339,1,4,16191,161.91,16352.91,1767163068,0
100826664,25405,5,3,388,3.88,391.88,1764752473,1
108051890,25405,1,2,259,2.59,261.59,1765731807,0
133226216,25461,5,3,378,3.78,381.78,1765277874,1
110752098,25507,2,1,393,3.93,396.93,1766944664,1
144891335,25525,1,4,132,1.32,133.32,1765367570,1
101606597,25525,3,4,312,3.12,315.12,1766971380,0
130625688,25536,2,2,302,3.02,305.02,1765592864,1
130611762,25536,5,2,638,6.38,644.38,1766770161,0
112003892,25747,4,4,117,1.17,118.17,1765111860,1
120279877,25783,5,2,533,5.33,538.33,1764610026,1
130344406,25854,5,4,273,2.73,275.73,1765606396,1
119784409,25854,5,2,105,1.05,106.05,1765647853,0
143426138,25878,1,2,4150,41.5,4191.5,1764646142,1
110709919,25878,5,4,1999,19.99,2018.99,1764954986,0
111829828,25878,4,1,4869,48.69,4917.69,1765001502,0
102630864,25878,4,4,5882,58.82,5940.82,1765195552,0
113838660,25878,5,2,6539,65.39,6604.39,1765249729,0
108005261,25878,1,1,75508,755.08,76263.08,1765276296,0
120617028,25878,2,4,1713,17.13,1730.13,1765308684,0
120067976,25878,1,1,2583,25.83,2608.83,1765335571,0
117822748,25878,2,2,19323,193.23,19516.23,1765866152,0
144981121,25878,3,2,5578,55.78,5633.78,1766078865,0
100456902,25878,2,5,2021,20.21,2041.21,1766251202,0
121828206,25878,3,2,94829,948.29,95777.29,1766467939,0
106260892,25878,5,4,1593,15.93,1608.93,1766479037,0
135030024,25878,4,2,4164,41.64,4205.64,1766512019,0
123201222,25878,3,3,2094,20.94,2114.94,1766598629,0
144854694,25878,3,2,11053,110.53,11163.53,1766666840,0
102940373,25878,5,1,2950,29.5,2979.5,1766864781,0
148920796,25878,3,4,1652,16.52,1668.52,1766937513,0
121058914,25878,3,4,5180,51.8,5231.8,1767019674,0
100274001,25878,2,2,22851,228.51,23079.51,1767021592,0
111528518,25878,1,4,4752,47.52,4799.52,1767107817,0
131356541,25878,1,2,49178,491.78,49669.78,1767184318,0
121062590,25882,5,2,231,2.31,233.31,1766208741,1
131631115,25882,1,4,377,3.77,380.77,1766615604,0
117566142,25885,5,4,311,3.11,314.11,1765177170,1
135017074,26013,5,5,328,3.28,331.28,1765992065,1
103874743,26032,3,4,110,1.1,111.1,1765841140,1
131362383,26032,4,2,406,4.06,410.06,1766491976,0
118592440,26075,4,3,183,1.83,184.83,1764936288,1
125878903,26075,1,5,224,2.24,226.24,1765389545,0
109648835,26075,5,2,108,1.08,109.08,1765455488,0
113096040,26075,1,5,297,2.97,299.97,1765536354,0
141352094,26101,4,5,119,1.19,120.19,1765715669,1
121900600,26101,5,4,283,2.83,285.83,1765723962,0
137905863,26101,2,2,160,1.6,161.6,1766866682,0
145649717,26160,4,4,4650,46.5,4696.5,1764609154,1
113663935,26160,3,4,2345,23.45,2368.45,1764916441,0
106434218,26160,2,2,4796,47.96,4843.96,1765008223,0
134776829,26160,2,2,1992,19.92,2011.92,1765168462,0
107594656,26160,2,2,76007,760.07,76767.07,1765298382,0
140255801,26160,1,4,4281,42.81,4323.81,1765303724,0
142187592,26160,4,4,942,9.42,951.42,1765322424,0
104580714,26160,2,4,4114,41.14,4155.14,1765344786,0
105601118,26160,5,2,2472,24.72,2496.72,1765472846,0
119149249,26160,4,2,1308,13.08,1321.08,1765608343,0
134749271,26160,3,4,2850,28.5,2878.5,1765792001,0
138750369,26160,2,4,16221,162.21,16383.21,1765905012,0
142890033,26160,3,2,1000,10,1010,1765976118,0
100024899,26160,4,1,9237,92.37,9329.37,1766100859,0
145002076,26160,2,4,5110,51.1,5161.1,1766147815,0
124132212,26160,3,2,12639,126.39,12765.39,1766204536,0
115574762,26160,5,5,18761,187.61,18948.61,1766251099,0
108072381,26160,5,2,2643,26.43,2669.43,1766443427,0
136360230,26160,5,1,4115,41.15,4156.15,1766625658,0
125266537,26160,5,2,36838,368.38,37206.38,1766682760,0
149356227,26160,4,2,2431,24.31,2455.31,1766773768,0
134643816,26160,2,3,1642,16.42,1658.42,1766793859,0
108357336,26160,1,4,2665,26.65,2691.65,1766804276,0
103930982,26160,1,5,34516,345.16,34861.16,1766840584,0
125583681,26160,5,2,25354,253.54,25607.54,1767013190,0
133921505,26160,5,2,11504,115.04,11619.04,1767030615,0
135213039,26173,3,4,174,1.74,175.74,1764808832,1
100811267,26173,4,2,230,2.3,232.3,1764838259,0
106413466,26508,4,5,6423,64.23,6487.23,1764555538,1
125010006,26508,4,3,4516,45.16,4561.16,1764655318,0
125577804,26508,4,2,2294,22.94,2316.94,1764696492,0
107481788,26508,3,4,60897,608.97,61505.97,1764789742,0
146505949,26508,4,5,2489,24.89,2513.89,1765065196,0
139525919,26508,1,4,15315,153.15,15468.15,1765176095,0
134696625,26508,1,2,12924,129.24,13053.24,1765518276,0
119347433,26508,1,2,21262,212.62,21474.62,1765629352,0
135304543,26508,2,4,1958,19.58,1977.58,1765650140,0
100763711,26508,4,2,55757,557.57,56314.57,1765694994,0
111574563,26508,5,2,2619,26.19,2645.19,1766067297,0
112923297,26508,4,4,3890,38.9,3928.9,1766209581,0
124952411,26508,2,4,25788,257.88,26045.88,1766623402,0
127456640,26508,5,4,2167,21.67,2188.67,1766665000,0
125079411,26508,1,5,111808,1118.08,112926.08,1766941628,0
122481528,26775,4,1,150,1.5,151.5,1765714662,1
140150924,26775,3,2,74,0.74,74.74,1766923363,0
101919787,26977,5,3,306,3.06,309.06,1766192020,1
106271610,27063,4,5,147,1.47,148.47,1766752507,1
117588471,27097,2,5,205,2.05,207.05,1764759581,1
114388773,27097,4,3,249,2.49,251.49,1766031635,0
107251146,27097,2,2,201,2.01,203.01,1766544766,0
116664810,27233,4,1,373,3.73,376.73,1765149250,1
113510307,27435,1,3,634,6.34,640.34,1764525296,1
131977918,27742,3,1,54502,545.02,55047.02,1764836179,1
142468449,27742,4,4,16231,162.31,16393.31,1764851265,0
100297760,27742,2,2,3617,36.17,3653.17,1764979009,0
